study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	experiment_title	study_title	run_alias	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_alias	broker_name	sample_title
PRJEB28687	SAMEA4970107	ERS2788321	ERX2843408	ERR2836557	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-192	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836557/ERR2836557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836557/ERR2836557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836557/ERR2836557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836557/ERR2836557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836557/CS.210.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836557/CS.210.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836557/CS.210.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836557/CS.210.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836557	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836557			CS.210		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970106	ERS2788320	ERX2843409	ERR2836558	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-193	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836558/ERR2836558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836558/ERR2836558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836558/ERR2836558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836558/ERR2836558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836558/CS.212.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836558/CS.212.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836558/CS.212.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836558/CS.212.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836558	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836558			CS.212		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970269	ERS2788483	ERX2843410	ERR2836559	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-194	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836559/ERR2836559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836559/ERR2836559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836559/ERR2836559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836559/ERR2836559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836559/CS.213.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836559/CS.213.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836559/CS.213.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836559/CS.213.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836559	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836559			CS.213		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970105	ERS2788319	ERX2843411	ERR2836560	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-195	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836560/ERR2836560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836560/ERR2836560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836560/ERR2836560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836560/ERR2836560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836560/CS.214.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836560/CS.214.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836560/CS.214.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836560/CS.214.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836560	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836560			CS.214		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970104	ERS2788318	ERX2843412	ERR2836561	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-196	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836561/ERR2836561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836561/ERR2836561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836561/ERR2836561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836561/ERR2836561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836561/CS.215.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836561/CS.215.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836561/CS.215.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836561/CS.215.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836561	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836561			CS.215		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970103	ERS2788317	ERX2843413	ERR2836562	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-197	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836562/ERR2836562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836562/ERR2836562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836562/ERR2836562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836562/ERR2836562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836562/CS.216.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836562/CS.216.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836562/CS.216.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836562/CS.216.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836562	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836562			CS.216		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970320	ERS2788534	ERX2843414	ERR2836563	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-198	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836563/ERR2836563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836563/ERR2836563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836563/ERR2836563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836563/ERR2836563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836563/CS.217.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836563/CS.217.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836563/CS.217.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836563/CS.217.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836563	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836563			CS.217		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970319	ERS2788533	ERX2843415	ERR2836564	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-199	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836564/ERR2836564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836564/ERR2836564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836564/ERR2836564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836564/ERR2836564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836564/CS.218.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836564/CS.218.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836564/CS.218.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836564/CS.218.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836564	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836564			CS.218		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970318	ERS2788532	ERX2843416	ERR2836565	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836565/ERR2836565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836565/ERR2836565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836565/ERR2836565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836565/ERR2836565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836565/CS.219.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836565/CS.219.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836565/CS.219.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836565/CS.219.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836565	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836565			CS.219		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970317	ERS2788531	ERX2843417	ERR2836566	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-201	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836566/ERR2836566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836566/ERR2836566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836566/ERR2836566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836566/ERR2836566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836566/CS.220.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836566/CS.220.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836566/CS.220.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836566/CS.220.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836566	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836566			CS.220		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970268	ERS2788482	ERX2843418	ERR2836567	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-202	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836567/ERR2836567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836567/ERR2836567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836567/ERR2836567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836567/ERR2836567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836567/CS.222.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836567/CS.222.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836567/CS.222.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836567/CS.222.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836567	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836567			CS.222		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970102	ERS2788316	ERX2843419	ERR2836568	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-203	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836568/ERR2836568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836568/ERR2836568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836568/ERR2836568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836568/ERR2836568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836568/CS.223.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836568/CS.223.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836568/CS.223.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836568/CS.223.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836568	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836568			CS.223		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970267	ERS2788481	ERX2843420	ERR2836569	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:453-204	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836569/ERR2836569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836569/ERR2836569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836569/ERR2836569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836569/ERR2836569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836569/CS.224.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836569/CS.224.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836569/CS.224.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836569/CS.224.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836569	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836569			CS.224		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970316	ERS2788530	ERX2843421	ERR2836570	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:454-205	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836570/ERR2836570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836570/ERR2836570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836570/ERR2836570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836570/ERR2836570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836570/CS.227.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836570/CS.227.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836570/CS.227.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836570/CS.227.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836570	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836570			CS.227		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970315	ERS2788529	ERX2843422	ERR2836571	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:454-206	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836571/ERR2836571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836571/ERR2836571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836571/ERR2836571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836571/ERR2836571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836571/CS.228.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836571/CS.228.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836571/CS.228.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836571/CS.228.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836571	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836571			CS.228		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970314	ERS2788528	ERX2843423	ERR2836572	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:454-207	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836572/ERR2836572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836572/ERR2836572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836572/ERR2836572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836572/ERR2836572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836572/CS.229.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836572/CS.229.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836572/CS.229.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836572/CS.229.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836572	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836572			CS.229		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970266	ERS2788480	ERX2843424	ERR2836573	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:454-208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836573/ERR2836573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836573/ERR2836573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836573/ERR2836573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836573/ERR2836573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836573/CS.230.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836573/CS.230.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836573/CS.230.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836573/CS.230.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836573	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836573			CS.230		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970313	ERS2788527	ERX2843425	ERR2836574	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:454-209	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836574/ERR2836574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836574/ERR2836574_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836574/ERR2836574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836574/ERR2836574_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836574/CS.231.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836574/CS.231.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836574/CS.231.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836574/CS.231.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836574	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836574			CS.231		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970312	ERS2788526	ERX2843426	ERR2836575	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:454-210	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836575/ERR2836575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836575/ERR2836575_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836575/ERR2836575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836575/ERR2836575_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836575/CS.232.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836575/CS.232.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836575/CS.232.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836575/CS.232.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836575	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836575			CS.232		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970311	ERS2788525	ERX2843427	ERR2836576	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:454-211	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836576/ERR2836576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836576/ERR2836576_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836576/ERR2836576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836576/ERR2836576_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836576/CS.233.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836576/CS.233.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836576/CS.233.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836576/CS.233.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836576	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836576			CS.233		Immigrant Microbiome Project, 16s
